InvoiceId|CustomerId|Country|TrackName|GenreId
32|48|Netherlands|Falamansa Song|7
32|48|Netherlands|Avisa|7
32|48|Netherlands|Desaforo|7
32|48|Netherlands|The Last Song|1
32|48|Netherlands|What If I Do?|1
32|48|Netherlands|Virginia Moon|1
32|48|Netherlands|Times Like These|4
32|48|Netherlands|Burn Away|4
33|57|Chile|See You|1
33|57|Chile|I Get A Kick Out Of You|12
33|57|Chile|Fly Me To The Moon|12
33|57|Chile|Mack The Knife|12
33|57|Chile|Funk Hum|7
33|57|Chile|Forty Days Instrumental|7
33|57|Chile|Pau-De-Arara|10
33|57|Chile|Stir It Up (Live)|7
33|57|Chile|A Novidade (Live)|7
33|57|Chile|Realce|7
33|57|Chile|Aquele Abraço|7
33|57|Chile|Re-Align|3
33|57|Chile|Holiday|4
33|57|Chile|Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again|4
34|12|Brazil|Right Next Door to Hell|1
35|13|Brazil|Dust N' Bones|1
35|13|Brazil|Live and Let Die|1
36|15|Canada|Perfect Crime|1
36|15|Canada|Bad Obsession|1
37|17|USA|Double Talkin' Jive|1
37|17|USA|The Garden|1
37|17|USA|Don't Damn Me|1
37|17|USA|Dead Horse|1
38|21|USA|Yesterdays|3
38|21|USA|Breakdown|3
38|21|USA|Estranged|3
38|21|USA|Colibri|2
38|21|USA|L'Arc En Ciel De Miles|2
38|21|USA|Millenium|2
39|27|USA|These Colours Don't Run|1
39|27|USA|For the Greater Good of God|1
39|27|USA|Prowler|3
39|27|USA|Run To The Hilss|3
39|27|USA|Can I Play With Madness|3
39|27|USA|Heaven Can Wait|3
39|27|USA|Blood Brothers|1
39|27|USA|The Thin Line Between Love & Hate|1
39|27|USA|Gates Of Tomorrow|13
40|36|Germany|Fear Is The Key|1
40|36|Germany|01 - Prowler|6
40|36|Germany|The Ides Of March|13
40|36|Germany|Drifter|13
40|36|Germany|The Number Of The Beast|3
40|36|Germany|Phantom Of The Opera|13
40|36|Germany|Afraid To Shoot Strangers|1
40|36|Germany|The Trooper|1
40|36|Germany|Run Silent Run Deep|3
40|36|Germany|Still Life|3
40|36|Germany|Back in the Village|3
40|36|Germany|Blood Brothers|3
40|36|Germany|The Number Of The Beast|1
40|36|Germany|The Prophecy|3
41|50|Spain|Hallowed Be Thy Name|3
42|51|Sweden|Invaders|3
42|51|Sweden|Run to the Hills|3
43|53|United Kingdom|The Prisoner|3
43|53|United Kingdom|Lord Of The Flies|1
44|55|Australia|Fortunes Of War|1
44|55|Australia|The Aftermath|1
44|55|Australia|Blood On The World's Hands|1
44|55|Australia|2 A.M.|1
45|59|India|Lightning Strikes Twice|1
45|59|India|Don't Look To The Eyes Of A Stranger|1
45|59|India|Night Train|14
45|59|India|It's A Man's Man's Man's World|14
45|59|India|Hey America|14
45|59|India|Get Up Offa That Thing|14
46|6|Czech Republic|When You Gonna Learn (Digeridoo)|1
46|6|Czech Republic|Whatever It Is, I Just Can't Stop|1
46|6|Czech Republic|Black Capricorn Day|14
46|6|Czech Republic|Were Do We Go From Here|14
46|6|Czech Republic|Light Years|15
46|6|Czech Republic|Morning Glory|15
46|6|Czech Republic|Get What You Need|4
46|6|Czech Republic|Take It Or Leave It|4
46|6|Czech Republic|Can You See Me|1
47|15|Canada|Stone Free|1
47|15|Canada|Satch Boogie|1
47|15|Canada|Salve Simpatia|7
47|15|Canada|Filho Maravilha|7
47|15|Canada|Dance Enquanto é Tempo|7
47|15|Canada|Voce Inteira|16
47|15|Canada|Enquanto O Dia Não Vem|16
47|15|Canada|Turbo Lover|3
47|15|Canada|Plaster Caster|1
47|15|Canada|Every Time I Look At You|1
47|15|Canada|Dazed And Confused|1
47|15|Canada|Walter's Walk|1
47|15|Canada|Dancing Days|1
47|15|Canada|All My Love|1
48|29|Canada|Your Time Is Gonna Come|1
49|30|Canada|Black Mountain Side|1
49|30|Canada|Communication Breakdown|1
50|32|Canada|How Many More Times|1
50|32|Canada|What Is And What Should Never Be|1
51|34|Portugal|Thank You|1
51|34|Portugal|Living Loving Maid (She's Just A Woman)|1
51|34|Portugal|Moby Dick|1
51|34|Portugal|Immigrant Song|1
52|38|Germany|Out On The Tiles|1
52|38|Germany|Bron-Y-Aur Stomp|1
52|38|Germany|Down By The Seaside|1
52|38|Germany|Boogie With Stu|1
52|38|Germany|For Your Life|1
52|38|Germany|Hots On For Nowhere|1
53|44|Finland|Dazed And Confused|1
53|44|Finland|L'Avventura|7
53|44|Finland|Soul Parsifal|7
53|44|Finland|Quando Você Voltar|7
53|44|Finland|Tempo Perdido|7
53|44|Finland|Meninos E Meninas|7
53|44|Finland|Are You Gonna Go My Way|1
53|44|Finland|Mr. Cab Driver|1
53|44|Finland|Believe|1
54|53|United Kingdom|Condição|7
54|53|United Kingdom|Aquilo|7
54|53|United Kingdom|Assaltaram A Gramática|7
54|53|United Kingdom|Waterhole (Expresso Bongo)|1
54|53|United Kingdom|Tempos Modernos|7
54|53|United Kingdom|Dança Da Solidão|7
54|53|United Kingdom|When I Had Your Love|14
54|53|United Kingdom|Save The Children|14
54|53|United Kingdom|Down by the Sea|1
54|53|United Kingdom|The Unforgiven|3
54|53|United Kingdom|Helpless|3
54|53|United Kingdom|Stone Cold Crazy|3
54|53|United Kingdom|Motorbreath|3
54|53|United Kingdom|2 X 4|3
55|8|Belgium|Master Of Puppets|3
56|9|Denmark|The Thing That Should Not Be|3
56|9|Denmark|Welcome Home (Sanitarium)|3
57|11|Brazil|Leper Messiah|3
57|11|Brazil|Damage Inc.|3
58|13|Brazil|The Memory Remains|3
58|13|Brazil|The Unforgiven II|3
58|13|Brazil|Slither|3
58|13|Brazil|Bad Seed|3
59|17|USA|Attitude|3
59|17|USA|For Whom The Bell Tolls|3
59|17|USA|Creeping Death|3
59|17|USA|Some Kind Of Monster|3
59|17|USA|Shoot Me Again|3
59|17|USA|All Within My Hands|3
60|23|USA|Harvester Of Sorrow|3
60|23|USA|The Duke|2
60|23|USA|Lament|2
60|23|USA|Coração De Estudante|7
60|23|USA|Menestrel Das Alagoas|7
60|23|USA|Maria, Maria|7
60|23|USA|Ponta de Areia|7
60|23|USA|Norwegian Wood|7
60|23|USA|Fast And Loose|3
61|32|Canada|Please Don't Touch|3
61|32|Canada|Já Foi|16
61|32|Canada|Wild Side|3
61|32|Canada|Primal Scream|3
61|32|Canada|Been A Son|1
61|32|Canada|Breed|1
61|32|Canada|Territorial Pissings|1
61|32|Canada|Folhas Secas|1
61|32|Canada|Menino De Rua|1
61|32|Canada|Denúncia|7
61|32|Canada|O Trem Da Juventude|7
61|32|Canada|Selvagem|7
61|32|Canada|Nebulosa Do Amor|7
61|32|Canada|Luis Inacio (300 Picaretas)|7
62|46|Ireland|Perplexo|7
63|47|Italy|Me Liga|7
63|47|Italy|Quase Um Segundo|7
64|49|Poland|Romance Ideal|7
64|49|Poland|SKA|7
65|51|Sweden|I Don't Know|1
65|51|Sweden|Flying High Again|1
65|51|Sweden|No More Tears|1
65|51|Sweden|Crazy Train|3
66|55|Australia|Relvelation (Mother Earth)|3
66|55|Australia|Children Of The Grave|3
66|55|Australia|Dee|3
66|55|Australia|Blue Train|1
66|55|Australia|Walking Into Clarksdale|1
66|55|Australia|Sons Of Freedom|1
67|2|Germany|Beach Sequence|10
67|2|Germany|Plot 180|10
67|2|Germany|Murders In The Rue Morgue|1
67|2|Germany|Iron Maiden|1
67|2|Germany|Untitled|1
67|2|Germany|Nothingman|1
67|2|Germany|World Wide Suicide|4
67|2|Germany|Big Wave|4
67|2|Germany|Can't Keep|1
68|11|Brazil|Green Disease|1
68|11|Brazil|Why Go|1
68|11|Brazil|Animal|1
68|11|Brazil|Leash|1
68|11|Brazil|Wanted Dread And Alive|8
68|11|Brazil|The Great Gig In The Sky|1
68|11|Brazil|Bossa|17
68|11|Brazil|Nega Do Cabelo Duro|17
68|11|Brazil|You're My Best Friend|1
68|11|Brazil|Seven Seas Of Rhye|1
68|11|Brazil|Get Down, Make Love|1
68|11|Brazil|Get Up|4
68|11|Brazil|Untitled|4
68|11|Brazil|Be Mine|1
69|25|USA|Carnival Of Sorts|4
70|26|USA|Radio Free Aurope|4
70|26|USA|Perfect Circle|4
71|28|USA|So Central Rain|4
71|28|USA|Pretty Persuasion|4
72|30|Canada|Can't Get There From Here|4
72|30|Canada|Fall On Me|4
72|30|Canada|Cuyahoga|4
72|30|Canada|The Finest Worksong|4
73|34|Portugal|Papeau Nuky Doe|4
73|34|Portugal|Esporrei Na Manivela|4
73|34|Portugal|Maluco Beleza|1
73|34|Portugal|As Profecias|1
73|34|Portugal|Que Luz É Essa|1
73|34|Portugal|Século XXI|1
74|40|France|Suck My Kiss|4
74|40|France|Under The Bridge|4
74|40|France|They're Red Hot|4
74|40|France|The Zephyr Song|1
74|40|France|Tear|1
74|40|France|Parallel Universe|1
74|40|France|Porcelain|1
74|40|France|Right On Time|1
74|40|France|Xanadu|1
75|49|Poland|Finding My Way|1
75|49|Poland|Evil Ways|1
75|49|Poland|It's Only Love|1
75|49|Poland|So Beautiful|1
75|49|Poland|Maquinarama|1
75|49|Poland|Garota Nacional|1
75|49|Poland|Aeroplane Flies High|4
75|49|Poland|Saturnine|4
75|49|Poland|Cherub Rock|4
75|49|Poland|Ava Adore|4
75|49|Poland|Hands All Over|1
75|49|Poland|Pretty Noose|1
75|49|Poland|Starburst|2
75|49|Poland|Leave My Girl Alone|6
76|4|Norway|Plush|1
77|5|Czech Republic|Wet My Bed|1
77|5|Czech Republic|Crackerman|1
78|7|Austria|Soldier Side - Intro|3
78|7|Austria|Revenga|3
79|9|Denmark|Radio/Video|3
79|9|Denmark|Violent Pornography|3
79|9|Denmark|Sad Statue|3
79|9|Denmark|Lost in Hollywood|3
80|13|Brazil|Black Light Syndrome|1
80|13|Brazil|Midnight From The Inside Out|6
80|13|Brazil|Sometimes Salvation|6
80|13|Brazil|Girl From A Pawnshop|6
80|13|Brazil|Title Song|6
80|13|Brazil|Soul Singing|6
81|19|USA|Clash City Rockers|4
81|19|USA|Train In Vain|4
81|19|USA|Know Your Rights|4
81|19|USA|Take The Power|1
81|19|USA|Speed Of Light|1
81|19|USA|Spirit Walker|1
81|19|USA|Edie (Ciao Baby)|1
81|19|USA|Sun King|1
81|19|USA|Twentienth Century Fox|1
82|28|USA|Can't Stand Losing You|1
82|28|USA|King Of Pain|1
82|28|USA|Get Off Of My Cloud|1
82|28|USA|Gimmie Shelters|1
82|28|USA|Thief In The Night|1
82|28|USA|Out Of Tears|1
82|28|USA|Walking Wounded|4
82|28|USA|Heaven Coming Down|4
82|28|USA|Gyroscope|4
82|28|USA|Anyway, Anyhow, Anywhere|1
82|28|USA|Pinball Wizard|1
82|28|USA|You Better You Bet|1
82|28|USA|Música No Ar|7
82|28|USA|Você|7
83|42|France|Go Back|4
84|43|France|Prá Dizer Adeus|4
84|43|France|Família|4
85|45|Hungary|O Pulso|4
85|45|Hungary|Nem 5 Minutos Guardados|4
86|47|Italy|Palavras|4
86|47|Italy|A Melhor Forma|4
86|47|Italy|32 Dentes|4
86|47|Italy|Não Vou Lutar|4
87|51|Sweden|Querem Meu Sangue|4
87|51|Sweden|Lugar Nenhum|4
87|51|Sweden|Domingo|4
87|51|Sweden|Era Uma Vez|4
87|51|Sweden|Toda Cor|4
87|51|Sweden|Occupation / Precipice|19
88|57|Chile|Hero|18
88|57|Chile|The Woman King|18
88|57|Chile|Crossroads, Pt. 2|20
88|57|Chile|Better Halves|21
88|57|Chile|The Fix|21
88|57|Chile|Parasite|21
88|57|Chile|The Glass Ballerina|21
88|57|Chile|Walkabout|19
88|57|Chile|I Do|19
89|7|Austria|Solitary|19
89|7|Austria|Fire + Water|21
89|7|Austria|Homecoming|19
89|7|Austria|Dave|19
89|7|Austria|Born to Run|19
89|7|Austria|One|1
89|7|Austria|Love Is Blindness|1
89|7|Austria|When I Look At The World|1
89|7|Austria|Everlasting Love|1
89|7|Austria|Vertigo|1
89|7|Austria|Original Of The Species|1
89|7|Austria|Miami|1
89|7|Austria|All Along The Watchtower|1
89|7|Austria|God Part II|1
90|21|USA|Desire|1
91|22|USA|When Love Comes To Town|1
91|22|USA|Angel Of Harlem|1
92|24|USA|Sunday Bloody Sunday|1
92|24|USA|New Year's Day|1
93|26|USA|Drowning Man|1
93|26|USA|Two Hearts Beat As One|1
93|26|USA|Surrender|1
93|26|USA|Zooropa|1
94|30|Canada|Stay (Faraway, So Close!)|1
94|30|Canada|Dirty Day|1
94|30|Canada|I Would Do For You|8
94|30|Canada|Wear You To The Ball|8
94|30|Canada|C'est La Vie|8
94|30|Canada|Where Have All The Good Times Gone?|1
95|36|Germany|Dancing In The Street|1
95|36|Germany|Eruption|1
95|36|Germany|Jump|1
95|36|Germany|Right Now|1
95|36|Germany|Eruption|1
95|36|Germany|Feel Your Love Tonight|1
95|36|Germany|One I Want|1
95|36|Germany|Year to the Day|1
95|36|Germany|Big Machine|1
96|45|Hungary|Dirty Little Thing|1
96|45|Hungary|So Por Amor|7
96|45|Hungary|Here I Go Again|3
96|45|Hungary|The Deeper The Love|3
96|45|Hungary|Seu Balancê|7
96|45|Hungary|Sapopemba e Maxambomba|7
96|45|Hungary|The Man Behind the Curtain|21
96|45|Hungary|The Dundies|19
96|45|Hungary|Christmas Party|19
96|45|Hungary|Michael's Birthday|19
96|45|Hungary|Diwali|19
96|45|Hungary|Phyllis's Wedding|22
96|45|Hungary|How to Stop an Exploding Man|21
96|45|Hungary|The Long Patrol|20
97|59|India|Baltar's Escape|20
98|1|Brazil|Experiment In Terra|20
98|1|Brazil|Take the Celestra|20
99|3|Canada|Pilot|19
99|3|Canada|Through the Looking Glass, Pt. 1|21
100|5|Czech Republic|#9 Dream|9
100|5|Czech Republic|Give Peace a Chance|9
100|5|Czech Republic|Whatever Gets You Thru the Night|9
100|5|Czech Republic|Gimme Some Truth|9
101|9|Denmark|Jealous Guy|9
101|9|Denmark|Beautiful Boy|9
101|9|Denmark|Gimme Some Truth|9
101|9|Denmark|Sympton of the Universe|1
101|9|Denmark|War Pigs|1
101|9|Denmark|Never Say Die|1
102|15|Canada|The Zoo|1
102|15|Canada|I Can't Explain|1
102|15|Canada|Put Your Head Out|17
102|15|Canada|Danny Boy, Danny Boy|17
102|15|Canada|One For The Road|17
102|15|Canada|Chapa o Coco|15
102|15|Canada|Todo o Carnaval tem seu Fim|15
102|15|Canada|Funk de Bamba|15
102|15|Canada|The Beginning of the End|21
103|24|USA|Meet Kevin Johnson|19
103|24|USA|Muita Bobeira|7
103|24|USA|Say Hello 2 Heaven|23
103|24|USA|All Night Thing|23
103|24|USA|Scar On the Sky|23
103|24|USA|Until We Fall|23
103|24|USA|Show Me How to Live (Live at the Quart Festival)|23
103|24|USA|The Messiah: Behold, I Tell You a Mystery... The Trumpet Shall Sound|24
103|24|USA|Requiem, Op.48: 4. Pie Jesu|24
103|24|USA|Branch Closing|22
103|24|USA|Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, "Moonlight": I. Adagio sostenuto|24
103|24|USA|Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat|24
103|24|USA|Rehab|14
103|24|USA|He Can Only Hold Her|14
104|38|Germany|Slowness|23
105|39|France|Prometheus Overture, Op. 43|24
105|39|France|Sonata for Solo Violin: IV: Presto|24
106|41|France|Suite No. 3 in D, BWV 1068: III. Gavotte I & II|24
106|41|France|Adios nonino|24
107|43|France|Act IV, Symphony|24
107|43|France|Music for the Funeral of Queen Mary: VI. "Thou Knowest, Lord, the Secrets of Our Hearts"|24
107|43|France|Partita in E Major, BWV 1006A: I. Prelude|24
107|43|France|Sing Joyfully|24
108|47|Italy|Étude 1, In C Major - Preludio (Presto) - Liszt|24
108|47|Italy|String Quartet No. 12 in C Minor, D. 703 "Quartettsatz": II. Andante - Allegro assai|24
108|47|Italy|For Those About To Rock (We Salute You)|1
108|47|Italy|Princess of the Dawn|1
108|47|Italy|Snowballed|1
108|47|Italy|Night Of The Long Knives|1
109|53|United Kingdom|Problem Child|1
109|53|United Kingdom|Rag Doll|1
109|53|United Kingdom|Blind Man|1
109|53|United Kingdom|Livin' On The Edge|1
109|53|United Kingdom|Forgiven|1
109|53|United Kingdom|Wake Up|1
109|53|United Kingdom|I Can't Remember|1
109|53|United Kingdom|I Know Somethin (Bout You)|1
109|53|United Kingdom|Ligia|2
110|3|Canada|Canta, Canta Mais|2
110|3|Canada|Cochise|1
110|3|Canada|Hypnotize|1
110|3|Canada|Drown Me Slowly|4
110|3|Canada|Long Tall Sally|5
110|3|Canada|Good Golly Miss Molly|5
110|3|Canada|Do what cha wanna|2
110|3|Canada|A.N.D.R.O.T.A.Z.|3
110|3|Canada|The Beginning...At Last|3
110|3|Canada|Tomorrow's Dream|3
110|3|Canada|Smoked Pork|4
110|3|Canada|Voodoo|4
110|3|Canada|Chemical Wedding|3
110|3|Canada|Realword|3
111|17|USA|Meditação|7
112|18|USA|Terra|7
112|18|USA|Eclipse Oculto|7
113|20|USA|Bem Devagar|7
113|20|USA|Saudosismo|7
114|22|USA|Sozinho|7
114|22|USA|Mel|7
114|22|USA|Odara|7
114|22|USA|Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu|7
115|26|USA|Sozinho (Caêdrum 'n' Bass)|7
115|26|USA|Samba De Orly|7
115|26|USA|O Que Será (À Flor Da Terra)|7
115|26|USA|Minha Historia|7
115|26|USA|Geni E O Zepelim|7
115|26|USA|Construção / Deus Lhe Pague|7
116|32|Canada|Um Passeio No Mundo Livre|7
116|32|Canada|Manguetown|7
116|32|Canada|Criança De Domingo|7
116|32|Canada|Banditismo Por Uma Questa|7
116|32|Canada|Da Lama Ao Caos|7
116|32|Canada|Computadores Fazem Arte|7
116|32|Canada|Extra|8
116|32|Canada|Onde Você Mora?|8
116|32|Canada|Onde Você Mora?|8
117|41|France|Na Frente Da TV|8
117|41|France|Amor Demais|7
117|41|France|Tapa Aqui, Descobre Ali|9
117|41|France|My Love|9
117|41|France|Travelling Riverside Blues|1
117|41|France|Sam With The Showing Scalp Flat Top|1
117|41|France|Gavioes 2001|10
117|41|France|Morro Da Casa Verde 2001|10
117|41|France|Samba da Bençaco|7
117|41|France|Maria Fumaça|7
117|41|France|Only A Dream In Rio|7
117|41|France|Só Tinha De Ser Com Você|7
117|41|France|Whiskey In The Jar|3
117|41|France|It's A Hard Life|1
118|55|Australia|Sure Know Something|1
119|56|Argentina|Love Gun|1
119|56|Argentina|Deuce|1
120|58|India|Shock Me|1
120|58|India|She|1
121|1|Brazil|Shout It Out Loud|1
121|1|Brazil|Calling Dr. Love|1
121|1|Brazil|Strutter|1
121|1|Brazil|Cold Gin|1
122|5|Czech Republic|De La Luz|2
122|5|Czech Republic|Surrender|2
122|5|Czech Republic|When Evening Falls|2
122|5|Czech Republic|Poprocks And Coke|4
122|5|Czech Republic|When I Come Around|4
122|5|Czech Republic|Brain Stew|4
123|11|Brazil|Redundant|4
123|11|Brazil|Into The Light|1
123|11|Brazil|Cry For Love|1
123|11|Brazil|Grito De Alerta|7
123|11|Brazil|Lindo Lago Do Amor|7
123|11|Brazil|Ponto De Interrogação|7
123|11|Brazil|Voce Nao Entende Nada - Cotidiano|7
123|11|Brazil|O Leaozinho|7
123|11|Brazil|Top Top|4
124|20|USA|Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O Rock And Roll|4
124|20|USA|You Fool No One|1
124|20|USA|Viradouro|7
124|20|USA|Tradição|7
124|20|USA|Maria Maria|1
124|20|USA|Entre E Ouça|7
124|20|USA|Agora Que O Dia Acordou|7
124|20|USA|Bye Bye Blackbird|2
124|20|USA|Nefertiti|2
124|20|USA|Going Down / Highway Star|1
124|20|USA|Boogie Blues|2
124|20|USA|Don't Take Your Love From Me|2
124|20|USA|Onde Anda Você|11
124|20|USA|Deixa|11
125|34|Portugal|As Rosas Não Falam (Beth Carvalho)|7
126|35|Portugal|Wave (Os Cariocas)|7
126|35|Portugal|Garota de Ipanema (Dick Farney)|7
127|37|Germany|Susie Q|1
127|37|Germany|Proud Mary|1
128|39|France|Lodi|1
128|39|France|Commotion|1
128|39|France|Fortunate Son|1
128|39|France|Who'll Stop The Rain|1
129|43|France|Long As I Can See The Light|1
129|43|France|Sweet Hitch-Hiker|1
129|43|France|Born On The Bayou|1
129|43|France|Night Time Is The Right Time|1
129|43|France|The Midnight Special|1
129|43|France|(Wish I Could) Hideaway|1
130|49|Poland|Gatas Extraordinárias|7
130|49|Poland|Você Passa, Eu Acho Graça (Ao Vivo)|7
130|49|Poland|Não Sei O Que Eu Quero Da Vida|7
130|49|Poland|E.C.T.|7
130|49|Poland|Eleanor Rigby|7
130|49|Poland|Comin' Home|1
130|49|Poland|Love Child|1
130|49|Poland|Flight Of The Rat|1
130|49|Poland|Strange Kind Of Woman|1
131|58|India|Black Night|1
131|58|India|Pictures Of Home|1
131|58|India|Cascades : I'm Not Your Lover|1
131|58|India|The Cut Runs Deep|1
131|58|India|Love Don't Mean a Thing|1
131|58|India|Lick It Up|1
131|58|India|Pour Some Sugar On Me|1
131|58|India|Action|1
131|58|India|Groovus Interruptus|2
131|58|India|Cigano|7
131|58|India|Acelerou|7
131|58|India|Azul|7
131|58|India|Dois Pra Lá, Dois Pra Cá|7
131|58|India|Maria Rosa|7
132|13|Brazil|Lay Down Sally|6
133|14|Canada|Knockin On Heavens Door|6
133|14|Canada|Wonderful Tonight|6
134|16|USA|Promises|6
134|16|USA|Signe|6
135|18|USA|Hey Hey|6
